b_inclusion(c_not(c_primitive(on,0)),c_primitive(on,1));n_count(r_top);n_concept_distance(c_primitive(clear_g,0),r_primitive(on,0,1),c_primitive(holding,0));n_concept_distance(c_top,r_top,c_primitive(holding,0));n_sum_concept_distance(c_primitive(clear,0),r_primitive(on,0,1),c_primitive(clear_g,0));n_count(c_or(c_primitive(clear_g,0),c_primitive(on-table,0)));n_count(r_not(r_transitive_closure(r_primitive(on,0,1))));n_count(c_all(r_primitive(on,0,1),c_primitive(on,0)));n_concept_distance(c_primitive(on,0),r_primitive(on_g,0,1),c_primitive(on,1));n_count(c_not(c_primitive(holding,0)));b_inclusion(c_primitive(clear_g,0),c_primitive(holding,0));b_inclusion(c_primitive(on,0),c_primitive(clear,0));b_inclusion(c_not(c_primitive(clear_g,0)),c_primitive(on-table,0));n_sum_concept_distance(c_primitive(on-table,0),r_primitive(on,0,1),c_primitive(clear_g,0));b_inclusion(c_not(c_primitive(clear,0)),c_primitive(clear_g,0));n_count(c_diff(c_primitive(clear,0),c_primitive(clear_g,0)));b_inclusion(c_primitive(clear,0),c_primitive(clear_g,0));n_count(c_some(r_top,c_primitive(holding,0)));b_inclusion(c_primitive(clear_g,0),c_primitive(on,0));n_count(c_or(c_primitive(clear_g,0),c_primitive(on,1)));n_sum_concept_distance(c_primitive(on-table,0),r_primitive(on,0,1),c_primitive(on,0));b_inclusion(c_primitive(clear_g,0),c_primitive(clear,0));n_concept_distance(c_primitive(clear,0),r_top,c_primitive(on,1));n_count(c_not(c_primitive(clear,0)));n_count(c_top);n_count(c_all(r_primitive(on,0,1),c_primitive(clear_g,0)));n_concept_distance(c_primitive(clear_g,0),r_primitive(on,0,1),c_primitive(on,1));n_count(c_diff(c_primitive(on,0),c_primitive(clear_g,0)));n_count(r_restrict(r_top,c_primitive(clear,0)));b_inclusion(c_primitive(on-table,0),c_primitive(clear_g,0));n_count(c_or(c_primitive(clear,0),c_primitive(on,0)));n_concept_distance(c_primitive(clear,0),r_primitive(on_g,0,1),c_primitive(on-table,0));n_concept_distance(c_primitive(on,0),r_top,c_primitive(on,1));b_empty(c_not(c_primitive(clear,0)));b_empty(c_all(r_top,c_primitive(clear,0)));n_count(r_not(r_identity(c_top)));n_concept_distance(c_primitive(clear_g,0),r_primitive(on,0,1),c_primitive(on-table,0));b_empty(c_and(c_primitive(clear_g,0),c_primitive(holding,0)));n_count(c_and(c_primitive(on,0),c_primitive(on,1)));n_concept_distance(c_top,r_top,c_primitive(on,0));n_count(r_transitive_closure(r_primitive(on,0,1)));n_count(c_or(c_primitive(clear,0),c_primitive(on-table,0)));b_nullary(arm-empty);b_inclusion(c_primitive(clear,0),c_primitive(on,0));n_concept_distance(c_primitive(clear,0),r_primitive(on,0,1),c_primitive(clear_g,0));n_concept_distance(c_primitive(clear_g,0),r_primitive(on,0,1),c_primitive(on,0));n_count(c_diff(c_primitive(on,1),c_primitive(clear_g,0)));b_empty(c_and(c_primitive(clear_g,0),c_primitive(on-table,0)));n_count(c_not(c_primitive(clear_g,0)));n_sum_concept_distance(c_primitive(clear,0),r_primitive(on,0,1),c_primitive(on,0));n_count(c_all(r_primitive(on,0,1),c_primitive(on-table,0)));n_count(c_primitive(holding,0));n_count(c_or(c_primitive(clear_g,0),c_primitive(on,0)));n_count(c_or(c_primitive(on,0),c_primitive(on,1)));b_empty(c_and(c_primitive(clear,0),c_primitive(clear_g,0)));n_count(c_or(c_primitive(clear_g,0),c_primitive(holding,0)));b_inclusion(c_primitive(clear_g,0),c_primitive(on-table,0));b_nullary(arm-empty_g);n_sum_concept_distance(c_primitive(on,1),r_primitive(on,0,1),c_primitive(clear_g,0));n_count(r_not(r_primitive(on,0,1)));n_count(c_some(r_top,c_primitive(on,0)));n_count(c_and(c_primitive(clear,0),c_primitive(on,0)));n_concept_distance(c_top,r_top,c_bot);b_inclusion(c_not(c_primitive(clear_g,0)),c_primitive(on,1));n_sum_concept_distance(c_primitive(clear,0),r_top,c_primitive(on,0));n_sum_concept_distance(c_primitive(clear,0),r_primitive(on_g,0,1),c_primitive(on-table,0));n_sum_concept_distance(c_primitive(on,0),r_primitive(on,0,1),c_primitive(on-table,0));n_sum_concept_distance(c_primitive(on,0),r_primitive(on,0,1),c_primitive(clear_g,0));n_sum_concept_distance(c_primitive(clear,0),r_top,c_primitive(on,1));b_inclusion(c_primitive(holding,0),c_primitive(clear_g,0));b_inclusion(c_primitive(on,1),c_primitive(clear_g,0));n_count(c_diff(c_primitive(on-table,0),c_primitive(clear_g,0)));n_count(c_or(c_primitive(clear,0),c_primitive(clear_g,0)));b_inclusion(c_primitive(on,0),c_primitive(clear_g,0));b_empty(c_top);n_count(r_transitive_reflexive_closure(r_primitive(on,0,1)));n_count(r_not(r_identity(c_primitive(holding,0))));n_concept_distance(c_primitive(clear,0),r_top,c_primitive(holding,0));n_count(c_not(c_primitive(on,0)));n_concept_distance(c_primitive(clear,0),r_primitive(on_g,0,1),c_primitive(clear_g,0));n_count(r_not(r_identity(c_primitive(clear_g,0))));b_empty(c_primitive(on,0));n_count(c_diff(c_primitive(holding,0),c_primitive(clear_g,0)));b_empty(c_and(c_primitive(clear_g,0),c_primitive(on,0)));b_empty(c_and(c_primitive(clear_g,0),c_primitive(on,1)));b_inclusion(c_not(c_primitive(clear_g,0)),c_primitive(on,0));n_concept_distance(c_primitive(holding,0),r_top,c_primitive(on,0));n_concept_distance(c_primitive(clear_g,0),r_primitive(on_g,0,1),c_primitive(on,1));n_count(r_restrict(r_top,c_primitive(on,0)));n_count(c_and(c_primitive(clear,0),c_primitive(on-table,0)));n_sum_concept_distance(c_primitive(on,0),r_top,c_primitive(on,1));n_sum_concept_distance(c_primitive(on-table,0),r_primitive(on,0,1),c_primitive(on,1));n_concept_distance(c_primitive(clear,0),r_primitive(on,0,1),c_primitive(on-table,0));b_inclusion(c_not(c_primitive(clear,0)),c_primitive(on-table,0));n_count(c_all(r_top,c_primitive(clear,0)));n_count(c_primitive(on,0));n_count(r_not(r_identity(c_primitive(clear,0))));n_concept_distance(c_primitive(clear_g,0),r_primitive(on_g,0,1),c_primitive(on-table,0));n_concept_distance(c_primitive(on,0),r_primitive(on,0,1),c_primitive(clear_g,0));n_sum_concept_distance(c_primitive(on,1),r_primitive(on,0,1),c_primitive(clear,0));n_count(c_primitive(clear,0));b_inclusion(c_primitive(clear_g,0),c_primitive(on,1));n_concept_distance(c_primitive(clear_g,0),r_top,c_primitive(on,0));n_sum_concept_distance(c_primitive(clear,0),r_primitive(on,0,1),c_primitive(on,1));n_concept_distance(c_primitive(clear_g,0),r_top,c_primitive(holding,0));n_count(r_not(r_transitive_reflexive_closure(r_primitive(on,0,1))));n_sum_concept_distance(c_primitive(on,1),r_primitive(on,0,1),c_primitive(on-table,0));n_concept_distance(c_primitive(clear_g,0),r_top,c_primitive(on,1));F_0;F_1;F_2;V*
1;9;0;0;2;1;6;2;0;3;0;0;0;0;0;1;0;0;0;2;0;0;1;2;3;2;0;2;3;1;2;0;0;0;1;6;0;1;1;0;3;2;1;1;2;0;1;0;2;0;2;0;3;3;1;1;1;1;0;7;3;1;0;0;0;0;0;0;1;1;0;0;2;0;0;6;9;0;1;0;8;0;0;1;0;1;0;0;6;0;1;0;2;0;0;2;8;0;1;1;1;1;1;1;0;3;0;0;2;0;1;-4
0;9;0;0;1;1;8;2;0;2;0;1;0;0;0;1;0;3;0;1;0;0;1;2;3;3;0;1;3;1;1;0;1;0;1;6;0;1;0;0;1;2;0;1;1;0;0;0;2;0;3;1;2;2;1;2;1;1;0;8;3;1;0;0;0;0;1;1;1;0;1;0;2;0;0;4;8;1;2;0;8;0;1;1;0;0;1;0;3;0;1;0;1;0;0;1;8;0;1;0;1;1;1;1;1;5;0;0;1;1;1;-3
0;9;0;0;0;2;8;2;0;3;0;1;0;0;0;1;0;0;0;2;1;1;1;1;3;2;0;1;6;0;2;0;1;0;1;6;0;1;0;0;1;3;1;0;0;0;1;0;2;0;3;0;2;2;0;1;1;1;0;8;3;1;0;0;0;0;1;0;1;1;0;1;2;0;0;4;9;0;2;0;8;0;0;1;1;0;0;0;3;1;1;0;0;1;0;1;7;0;0;0;2;0;1;0;0;5;0;1;0;0;0;0
0;9;0;0;0;2;8;2;0;3;0;1;0;0;1;2;0;0;0;1;1;0;1;1;3;3;0;1;6;0;2;0;1;0;1;6;0;1;0;0;1;3;1;0;1;0;0;0;2;0;3;0;2;2;1;1;1;1;0;8;3;1;0;0;0;0;1;1;1;1;1;1;3;0;0;4;9;0;2;0;8;0;0;1;0;0;0;0;3;1;1;0;0;1;0;1;7;0;1;0;2;1;1;0;0;5;0;0;1;0;1;-2
1;9;0;0;0;2;6;2;0;3;0;0;0;0;0;0;1;0;1;3;0;1;1;2;3;1;1;1;3;0;2;0;0;0;1;6;2;1;1;0;3;2;1;1;0;0;2;1;2;0;2;0;2;3;0;1;0;1;1;7;3;1;0;1;0;0;0;0;1;1;0;1;1;0;0;6;9;0;1;0;8;0;0;0;1;0;0;0;6;0;1;0;2;0;0;2;8;0;0;1;1;0;0;1;0;3;0;1;0;0;0;0
1;9;0;0;2;1;6;2;0;3;0;0;0;0;0;1;0;0;0;2;0;0;1;2;3;2;0;2;3;1;2;0;0;0;1;6;0;1;1;0;3;2;1;1;2;0;1;0;2;0;2;0;3;3;1;1;1;1;0;7;3;1;0;0;0;0;0;0;1;1;0;0;2;0;0;6;9;0;1;0;8;0;0;1;0;1;0;0;6;0;1;0;2;0;0;2;8;0;1;1;1;1;1;1;0;3;0;0;2;0;1;-4
1;9;0;0;1;2;6;2;0;3;0;0;0;0;0;1;0;0;1;2;0;0;1;2;3;2;0;1;3;0;2;0;0;0;1;6;1;1;1;0;3;2;1;1;1;0;1;1;2;0;2;0;2;3;1;1;0;1;0;7;3;1;0;0;0;0;0;0;1;1;0;1;2;0;0;6;9;0;1;0;8;0;0;0;0;0;0;0;6;0;1;0;2;0;0;2;8;0;0;1;1;1;0;1;0;3;0;0;1;0;1;-2
0;9;0;0;0;2;8;2;0;3;0;1;0;0;1;2;0;0;0;1;1;0;1;1;3;3;0;1;6;0;2;0;1;0;1;6;0;1;0;0;1;3;1;0;1;0;0;0;2;0;3;0;2;2;1;1;1;1;0;8;3;1;0;0;0;0;1;1;1;1;1;1;3;0;0;4;9;0;2;0;8;0;0;1;0;0;0;0;3;1;1;0;0;1;0;1;7;0;1;0;2;1;1;0;0;5;0;0;1;0;1;-2
1;9;0;0;1;2;6;2;0;3;0;0;0;0;0;1;0;0;1;2;0;0;1;2;3;2;0;1;3;0;2;0;0;0;1;6;1;1;1;0;3;2;1;1;1;0;1;1;2;0;2;0;2;3;1;1;0;1;0;7;3;1;0;0;0;0;0;0;1;1;0;1;2;0;0;6;9;0;1;0;8;0;0;0;0;0;0;0;6;0;1;0;2;0;0;2;8;0;0;1;1;1;0;1;0;3;0;0;1;0;1;-2
0;9;0;0;1;1;8;2;0;2;0;1;0;0;0;1;0;3;0;1;0;0;1;2;3;3;0;1;3;1;1;0;1;0;1;6;0;1;0;0;1;2;0;1;1;0;0;0;2;0;3;1;2;2;1;2;1;1;0;8;3;1;0;0;0;0;1;1;1;0;1;0;2;0;0;4;8;1;2;0;8;0;1;1;0;0;1;0;3;0;1;0;1;0;0;1;8;0;1;0;1;1;1;1;1;5;0;0;1;1;1;-3
0;9;0;0;0;3;9;3;0;3;0;1;1;0;1;2;0;0;0;1;0;1;0;0;3;3;0;0;9;0;3;0;0;1;0;6;0;1;0;0;0;3;1;0;0;0;0;0;2;0;3;0;1;0;0;1;1;1;0;9;0;0;0;0;0;0;0;0;0;1;1;2;3;1;0;3;9;0;3;0;8;1;0;1;1;0;0;0;0;3;0;0;0;1;3;0;6;0;0;0;3;0;0;0;0;6;0;0;0;0;0;0
1;9;0;0;0;2;6;2;0;3;0;0;0;0;0;0;1;0;1;3;0;1;1;2;3;1;1;1;3;0;2;0;0;0;1;6;2;1;1;0;3;2;1;1;0;0;2;1;2;0;2;0;2;3;0;1;0;1;1;7;3;1;0;1;0;0;0;0;1;1;0;1;1;0;0;6;9;0;1;0;8;0;0;0;1;0;0;0;6;0;1;0;2;0;0;2;8;0;0;1;1;0;0;1;0;3;0;1;0;0;0;0
0;9;0;0;0;2;9;3;0;2;0;1;0;0;0;1;0;3;0;1;0;1;0;1;3;3;0;0;6;0;2;0;0;0;1;6;0;1;0;0;0;2;0;0;0;0;0;0;2;0;3;1;1;0;0;2;1;1;0;9;0;0;0;0;0;0;0;0;0;0;1;1;2;1;0;3;8;1;3;0;8;1;1;1;1;0;0;0;0;2;0;0;0;0;0;0;7;0;0;0;2;0;0;0;1;6;0;0;0;0;0;-1
0;9;0;0;0;2;9;3;0;2;0;1;0;0;0;1;0;3;0;1;0;1;0;1;3;3;0;0;6;0;2;0;0;0;1;6;0;1;0;0;0;2;0;0;0;0;0;0;2;0;3;1;1;0;0;2;1;1;0;9;0;0;0;0;0;0;0;0;0;0;1;1;2;1;0;3;8;1;3;0;8;1;1;1;1;0;0;0;0;2;0;0;0;0;0;0;7;0;0;0;2;0;0;0;1;6;0;0;0;0;0;-1
0;9;0;0;0;3;9;3;0;2;1;1;1;0;1;2;0;3;0;1;0;0;0;1;3;3;0;0;6;0;2;0;0;0;1;6;0;0;0;0;0;2;0;0;0;0;0;1;2;0;3;1;1;0;1;1;0;1;0;9;0;0;0;0;0;0;0;0;0;1;1;2;3;1;0;3;8;1;3;0;8;1;0;1;1;0;0;0;0;2;0;0;0;0;0;0;7;0;0;0;2;0;0;0;0;6;0;0;0;1;0;-1
