state;V*
frozenset({'carry(ball4,right)', 'ball(ball4)', 'gripper(right)', 'gripper(left)', 'room(rooma)', 'carry(ball2,left)', 'room(roomb)', 'ball(ball3)', 'at(ball3,roomb)', 'at-robby(roomb)', 'ball(ball1)', 'ball(ball2)', 'at(ball1,roomb)'});-1
frozenset({'carry(ball4,right)', 'ball(ball4)', 'gripper(right)', 'at-robby(rooma)', 'at(ball1,rooma)', 'free(left)', 'gripper(left)', 'room(rooma)', 'room(roomb)', 'ball(ball3)', 'at(ball3,roomb)', 'at(ball2,roomb)', 'ball(ball1)', 'ball(ball2)'});-2
frozenset({'ball(ball4)', 'gripper(right)', 'at(ball3,rooma)', 'free(left)', 'gripper(left)', 'room(rooma)', 'at(ball4,rooma)', 'room(roomb)', 'ball(ball3)', 'free(right)', 'at(ball2,roomb)', 'at-robby(roomb)', 'ball(ball1)', 'ball(ball2)', 'at(ball1,roomb)'});-4
frozenset({'ball(ball4)', 'gripper(right)', 'gripper(left)', 'room(rooma)', 'at(ball4,rooma)', 'room(roomb)', 'carry(ball1,left)', 'ball(ball3)', 'free(right)', 'at(ball2,roomb)', 'at-robby(roomb)', 'ball(ball1)', 'ball(ball2)', 'at(ball3,rooma)'});-4
frozenset({'ball(ball4)', 'gripper(right)', 'gripper(left)', 'at(ball2,rooma)', 'room(rooma)', 'carry(ball1,right)', 'carry(ball4,left)', 'room(roomb)', 'ball(ball3)', 'at-robby(roomb)', 'ball(ball1)', 'ball(ball2)', 'at(ball3,rooma)'});-1
frozenset({'ball(ball4)', 'gripper(right)', 'at-robby(rooma)', 'carry(ball3,right)', 'gripper(left)', 'room(rooma)', 'carry(ball2,left)', 'at(ball4,rooma)', 'room(roomb)', 'ball(ball3)', 'ball(ball1)', 'ball(ball2)', 'at(ball1,roomb)'});-4
frozenset({'at(ball1,roomb)', 'ball(ball4)', 'gripper(right)', 'at-robby(rooma)', 'free(left)', 'gripper(left)', 'at(ball2,rooma)', 'room(rooma)', 'at(ball4,roomb)', 'room(roomb)', 'ball(ball3)', 'free(right)', 'ball(ball1)', 'ball(ball2)', 'at(ball3,rooma)'});0
frozenset({'ball(ball4)', 'gripper(right)', 'at-robby(rooma)', 'gripper(left)', 'room(rooma)', 'carry(ball2,left)', 'carry(ball1,right)', 'room(roomb)', 'at(ball4,roomb)', 'ball(ball3)', 'ball(ball1)', 'ball(ball2)', 'at(ball3,rooma)'});0
frozenset({'at(ball1,roomb)', 'ball(ball4)', 'gripper(right)', 'at-robby(rooma)', 'gripper(left)', 'at(ball2,rooma)', 'room(rooma)', 'carry(ball4,left)', 'room(roomb)', 'ball(ball3)', 'free(right)', 'ball(ball1)', 'ball(ball2)', 'at(ball3,rooma)'});-2
frozenset({'ball(ball4)', 'gripper(right)', 'gripper(left)', 'room(rooma)', 'carry(ball4,left)', 'room(roomb)', 'ball(ball3)', 'free(right)', 'at(ball2,roomb)', 'at(ball3,roomb)', 'at-robby(roomb)', 'ball(ball1)', 'ball(ball2)', 'at(ball1,roomb)'});-1
